DayCode,DayDate,Acer,Alnus,Ambrosia,Apiaceae,Artemisia,Betula,Cannabaceae,Carpinus,Castanea,Chenopodiaceae,Cichorioideae,Corylus,Cupressaceae,Cyperaceae,Ericaceae,Fabaceae,Fagus,Fraxinus,Juglans,Ligustrum,Liquidambar,Moraceae,Myricaceae,Myrtaceae,Olea,other Asteroideae,other Oleaceae,Papaveraceae,Pinaceae,Plantago,Platanus,Poaceae,Populus,Quercus,Rosaceae,Rumex,Salix,Thalictrum,Tilia,Ulmus,Urticaceae
23,Jan 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Jan 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Jan 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0
26,Jan 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Jan 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Jan 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Jan 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Jan 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Jan 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Feb 01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Feb 02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Feb 03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0
35,Feb 04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Feb 05,0,0,0,0,0,0,0,0,0,0,0,"2,1786492375","61,0021786492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Feb 06,0,0,0,0,0,0,0,0,0,0,0,0,"173,7472766885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0
38,Feb 07,0,0,0,0,0,0,0,0,0,0,0,0,"44,6623093682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Feb 08,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094","28,8671023965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Feb 09,0,0,0,0,0,0,0,0,0,0,0,0,"23,4204793028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Feb 10,0,0,0,0,0,0,0,0,0,0,0,0,"11,9825708061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0
42,Feb 11,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094","1,0893246187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Feb 12,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187","0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Feb 13,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094","3,2679738562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0
45,Feb 14,0,"2,1786492375",0,0,0,0,0,0,0,0,0,0,"7,6252723312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Feb 15,0,"1,0893246187",0,0,0,0,0,0,0,0,0,0,"14,7058823529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0
47,Feb 16,0,"2,7233115468",0,0,0,0,0,0,0,0,0,"2,7233115468","103,48583878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094","0,5446623094"
48,Feb 17,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187","14,1612200436",0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0
49,Feb 18,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,"23,4204793028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Feb 19,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,"13,0718954248",0,0,"2,7233115468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,"2,1786492375",0
51,Feb 20,0,0,0,0,0,"1,0893246187",0,0,0,0,0,"2,7233115468","22,8758169935",0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Feb 21,0,0,0,0,0,0,0,0,0,0,0,0,"17,9738562092",0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,"0,5446623094",0
53,Feb 22,0,0,0,0,0,0,0,0,0,0,0,"3,8126361656","76,2527233115",0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,9019607843",0
54,Feb 23,0,0,0,0,0,0,0,0,0,0,0,"4,9019607843","107,2984749455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,"2,1786492375",0
55,Feb 24,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187","13,6165577342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,6339869281",0
56,Feb 25,0,"1,0893246187",0,0,0,0,0,0,0,0,0,"0,5446623094","34,3137254902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,1786492375",0,0,0,0,0,0,"1,0893246187",0
57,Feb 26,0,0,0,0,0,0,0,0,0,0,0,0,"5,4466230937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0
58,Feb 27,0,0,0,0,0,0,0,0,0,0,0,0,"11,4379084967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187",0
59,Feb 28,0,"0,5446623094",0,0,0,0,0,"0,5446623094",0,0,0,0,"58,8235294118",0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187",0,0,0,0,0,0,0,0
60,Mar 01,0,"8,1699346405",0,0,0,0,0,0,0,0,0,"3,2679738562","395,4248366013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,3572984749",0,0,0,0,0,0,"3,8126361656",0
61,Mar 02,0,"9,2592592593",0,0,0,"0,5446623094",0,0,0,0,0,"6,5359477124","787,037037037",0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,"3,2679738562",0,0,0,0,0,0,"1,6339869281",0
62,Mar 03,0,"10,348583878",0,0,0,0,0,"1,0893246187",0,0,0,"12,5272331155","312,091503268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,1612200436",0,0,0,0,0,0,"1,6339869281","1,6339869281"
63,Mar 04,0,"7,0806100218",0,0,0,"0,5446623094",0,"1,0893246187",0,0,0,"2,1786492375","149,7821350763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,7145969499",0,0,0,0,0,0,"1,0893246187",0
64,Mar 05,0,"3,2679738562",0,0,0,0,0,0,0,0,0,0,"63,1808278867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187",0,0,0,0,0,0,"0,5446623094",0
65,Mar 06,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094","155,7734204793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094","4,9019607843","0,5446623094",0,0,0,0,0,"0,5446623094",0
66,Mar 07,0,"1,0893246187",0,0,0,0,0,"1,0893246187",0,0,0,"2,7233115468","1214,0522875817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094","6,5359477124","1,6339869281",0,0,"1,6339869281",0,0,"1,6339869281",0
67,Mar 08,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187","888,8888888889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187",0,0,0,0,0,0,0
68,Mar 09,0,0,0,0,0,0,0,0,0,0,0,0,"111,1111111111",0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,6339869281","0,5446623094",0,0,0,0,0,"1,0893246187","0,5446623094"
69,Mar 10,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,"187,908496732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Mar 11,"1,6339869281",0,0,0,0,0,0,0,0,0,0,"1,0893246187","857,2984749455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187","0,5446623094","2,1786492375",0,0,0,0,0,0
71,Mar 12,"1,0893246187","0,5446623094",0,0,0,0,0,"0,5446623094",0,0,0,"0,5446623094","722,2222222222",0,0,"2,1786492375","1,0893246187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,"0,5446623094",0,0,0,"0,5446623094"
72,Mar 13,0,0,0,0,0,0,0,0,0,0,0,0,"1071,8954248366",0,0,"0,5446623094","0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,6339869281","1,6339869281",0,0,0,0,0,0,0
73,Mar 14,"1,0893246187","0,5446623094",0,0,0,0,0,0,0,0,0,0,"369,2810457516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,3572984749","0,5446623094",0,0,0,0,0,"1,0893246187",0
74,Mar 15,"2,1786492375","0,5446623094",0,0,0,0,0,0,0,0,0,0,"733,660130719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,9019607843","0,5446623094",0,0,0,0,0,"1,6339869281",0
75,Mar 16,"1,0893246187","3,2679738562",0,0,0,"0,5446623094",0,"0,5446623094",0,0,0,"2,1786492375","618,7363834423",0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,7233115468","3,8126361656",0,0,"1,0893246187",0,0,"1,6339869281",0
76,Mar 17,0,"2,1786492375",0,0,0,0,0,0,0,0,0,0,"226,5795206972",0,0,0,0,0,0,"0,5446623094","0,5446623094",0,0,0,0,0,0,0,"2,1786492375",0,0,0,"9,2592592593","2,1786492375",0,0,"1,0893246187",0,0,0,0
77,Mar 18,"0,5446623094","1,0893246187",0,0,0,0,0,0,0,0,0,"5,4466230937","187,3638344227","0,5446623094",0,"1,0893246187",0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,2679738562","0,5446623094",0,0,"4,9019607843",0,0,"0,5446623094",0
78,Mar 19,"2,1786492375","0,5446623094",0,0,0,0,0,"2,7233115468",0,0,0,"1,6339869281","35,4030501089",0,0,0,0,0,0,0,"1,6339869281",0,0,0,0,0,0,0,"1,0893246187",0,0,0,"1,6339869281","0,5446623094",0,0,"4,9019607843",0,0,"1,6339869281",0
79,Mar 20,"1,6339869281","3,2679738562",0,0,0,0,0,"22,3311546841",0,0,"0,5446623094","1,6339869281","190,6318082789",0,0,0,0,0,"0,5446623094",0,"2,1786492375",0,0,0,0,0,0,0,0,0,"3,8126361656",0,"6,5359477124","4,3572984749","0,5446623094",0,"3,2679738562",0,0,0,0
80,Mar 21,"0,5446623094",0,0,0,0,0,0,"1,0893246187",0,0,0,"1,0893246187","15,7952069717",0,0,0,0,"2,1786492375",0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,"1,0893246187","2,1786492375",0,0,"3,8126361656",0,0,"0,5446623094",0
81,Mar 22,"1,6339869281",0,0,0,0,0,0,0,0,0,0,0,"14,1612200436",0,0,0,"0,5446623094",0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,"10,348583878",0,"1,0893246187","5,4466230937",0,0,"0,5446623094",0,0,0,"2,1786492375"
82,Mar 23,"2,1786492375",0,0,0,0,0,0,"1,0893246187",0,0,0,0,"18,5185185185",0,0,0,0,"1,0893246187",0,0,"1,0893246187","3,8126361656",0,0,0,0,0,0,0,0,"13,0718954248",0,"4,9019607843","1,0893246187",0,0,"1,6339869281",0,0,0,"2,7233115468"
83,Mar 24,"7,0806100218",0,0,0,0,0,0,"0,5446623094",0,0,0,"0,5446623094","19,6078431373",0,0,0,0,"0,5446623094",0,0,"1,6339869281","2,1786492375",0,0,0,0,0,0,0,0,"59,9128540305",0,"9,2592592593","2,1786492375",0,0,"2,7233115468",0,0,0,"1,6339869281"
84,Mar 25,"9,8039215686",0,0,0,0,0,0,0,0,0,0,0,"7,6252723312",0,0,0,0,0,0,0,"0,5446623094","0,5446623094",0,0,0,0,0,0,0,0,"17,9738562092",0,0,"0,5446623094",0,0,0,0,0,0,"4,9019607843"
85,Mar 26,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,"10,348583878",0,0,0,0,0,"0,5446623094",0,0,"0,5446623094",0,0,0,0,0,0,0,0,"7,0806100218",0,0,"1,0893246187",0,0,"1,0893246187",0,0,0,"1,0893246187"
86,Mar 27,"0,5446623094",0,0,0,0,0,0,"0,5446623094",0,0,0,0,"6,5359477124",0,0,"0,5446623094",0,"0,5446623094",0,0,0,"2,7233115468",0,0,0,0,0,0,0,"0,5446623094","41,394335512",0,0,"0,5446623094",0,0,"1,0893246187",0,0,"0,5446623094","10,8932461874"
87,Mar 28,"10,8932461874",0,0,0,0,0,0,"1,0893246187",0,0,0,0,"7,0806100218",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,"1,0893246187",0,"137,7995642702","0,5446623094","1,6339869281","2,1786492375",0,0,"1,6339869281",0,0,0,"8,1699346405"
88,Mar 29,"28,3224400871",0,0,0,0,0,0,"4,9019607843",0,0,0,0,"8,7145969499",0,0,0,0,0,0,0,"0,5446623094","3,8126361656",0,0,0,0,0,0,"3,8126361656",0,"191,7211328976",0,"1,6339869281","0,5446623094","0,5446623094",0,"0,5446623094",0,0,"0,5446623094","8,7145969499"
89,Mar 30,"17,9738562092",0,0,0,0,"0,5446623094",0,"2,7233115468",0,0,"0,5446623094",0,"6,5359477124",0,0,0,0,0,0,0,0,"1,0893246187",0,0,0,0,0,0,"2,7233115468","0,5446623094","46,2962962963",0,0,"5,4466230937",0,0,"0,5446623094",0,0,0,"13,0718954248"
90,Mar 31,"16,8845315904",0,0,0,0,"0,5446623094","3,2679738562","2,7233115468",0,0,0,0,"29,4117647059",0,0,0,0,0,"0,5446623094",0,0,"10,348583878",0,0,0,0,0,0,"3,8126361656",0,"97,4945533769",0,"0,5446623094","10,348583878",0,0,"3,2679738562",0,0,"0,5446623094","25,5991285403"
91,Apr 01,"5,9912854031",0,0,0,0,"1,0893246187",0,"4,9019607843",0,0,0,0,"4,3572984749",0,"1,6339869281",0,0,"2,7233115468",0,0,"0,5446623094","1,6339869281",0,0,0,0,"0,5446623094",0,"9,2592592593",0,"98,0392156863","0,5446623094",0,"1,6339869281",0,0,"0,5446623094",0,0,0,"25,0544662309"
92,Apr 02,"13,0718954248",0,0,0,0,0,0,"3,2679738562",0,0,0,0,"2,7233115468",0,0,0,0,"0,5446623094",0,0,0,"2,7233115468",0,0,0,0,0,0,"2,7233115468",0,"49,5642701525",0,0,"1,6339869281",0,0,"1,0893246187",0,0,0,"31,5904139434"
93,Apr 03,"13,0718954248",0,0,0,0,0,0,"3,2679738562",0,0,0,0,"13,0718954248",0,0,0,0,0,"1,6339869281",0,0,"0,5446623094",0,0,0,0,"0,5446623094",0,"5,4466230937","1,0893246187","232,0261437909",0,0,"5,4466230937",0,0,0,0,0,0,"20,697167756"
94,Apr 04,"2,1786492375",0,0,0,0,0,"1,0893246187","0,5446623094",0,0,0,0,"2,1786492375",0,0,0,0,0,0,0,0,"1,0893246187",0,0,0,0,0,0,"63,1808278867","2,1786492375","75,7080610022",0,"0,5446623094","11,9825708061",0,0,"0,5446623094",0,0,0,"40,8496732026"
95,Apr 05,"8,7145969499",0,0,0,0,0,"9,2592592593","2,1786492375",0,0,0,0,"47,9302832244",0,0,0,0,0,"2,1786492375",0,0,"19,0631808279",0,0,0,0,0,0,"65,3594771242","0,5446623094","114,9237472767",0,0,"51,74291939",0,0,"1,0893246187",0,0,0,"155,7734204793"
96,Apr 06,"5,9912854031",0,0,0,0,0,"4,3572984749","4,9019607843",0,0,0,0,"115,4684095861","0,5446623094",0,0,0,0,"1,6339869281",0,0,"16,339869281",0,0,"1,6339869281",0,0,0,"85,5119825708","0,5446623094","51,74291939","0,5446623094",0,"80,6100217865",0,0,"2,1786492375",0,0,0,"474,9455337691"
97,Apr 07,0,"0,5446623094",0,"0,5446623094",0,0,"1,0893246187","3,2679738562",0,0,0,0,"62,6361655773",0,0,0,0,0,"1,0893246187",0,0,"1,6339869281",0,0,"4,3572984749",0,0,0,"76,2527233115","0,5446623094","21,7864923747",0,0,"81,6993464052",0,0,"9,2592592593",0,0,0,"210,2396514161"
98,Apr 08,0,0,0,0,0,0,"2,7233115468","3,8126361656",0,0,0,0,"27,7777777778",0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,"35,4030501089",0,"8,7145969499","1,0893246187",0,"27,2331154684",0,0,"1,0893246187",0,0,0,"154,1394335512"
99,Apr 09,0,0,0,0,0,0,"1,6339869281","3,2679738562",0,0,0,0,"41,9389978214",0,0,"1,0893246187",0,0,"1,0893246187",0,0,"0,5446623094",0,0,0,0,0,0,"66,4488017429","0,5446623094","11,4379084967","0,5446623094",0,"76,2527233115",0,0,0,0,0,0,"422,1132897603"
100,Apr 10,0,0,0,0,0,0,"1,6339869281","9,2592592593",0,0,0,0,"128,5403050109",0,0,0,0,0,"2,7233115468",0,0,"3,2679738562",0,0,"0,5446623094",0,0,0,"58,2788671024",0,"49,0196078431","0,5446623094",0,"85,5119825708",0,0,0,0,0,0,"421,568627451"
101,Apr 11,0,0,0,0,0,0,"5,9912854031","2,1786492375",0,0,0,0,"121,4596949891",0,0,0,0,0,"1,0893246187",0,0,"2,7233115468",0,0,0,0,0,0,"52,8322440087",0,"78,9760348584","1,0893246187",0,"80,6100217865",0,0,0,0,0,0,"321,3507625272"
102,Apr 12,0,0,0,0,0,0,"2,1786492375","12,5272331155",0,0,0,0,"422,6579520697",0,0,0,"1,0893246187",0,"1,0893246187",0,0,0,0,0,0,0,0,0,"246,7320261438",0,"19,6078431373","0,5446623094",0,"345,3159041394",0,0,0,0,0,0,"715,6862745098"
103,Apr 13,0,0,0,0,0,0,"8,1699346405","22,3311546841",0,0,0,0,"96,9498910675",0,0,0,"4,3572984749",0,"1,0893246187",0,0,"1,0893246187",0,0,0,0,"1,0893246187",0,"43,0283224401",0,"14,1612200436",0,0,"152,5054466231",0,0,0,0,0,0,"598,0392156863"
104,Apr 14,0,0,0,0,0,0,0,"10,8932461874",0,0,0,0,"62,091503268",0,0,0,"7,0806100218",0,0,0,0,0,0,0,"2,7233115468",0,0,0,"51,74291939","0,5446623094","2,7233115468",0,0,"242,3747276688",0,0,0,0,0,0,"596,4052287582"
105,Apr 15,0,0,0,0,0,0,"3,2679738562","8,7145969499",0,0,0,0,"55,0108932462","0,5446623094",0,0,"1,6339869281",0,"1,6339869281","0,5446623094",0,0,0,0,0,"0,5446623094",0,0,"29,9564270153","1,0893246187","3,2679738562",0,0,"222,7668845316",0,0,"1,6339869281",0,0,0,"771,2418300654"
106,Apr 16,0,0,0,0,0,0,0,"18,5185185185",0,0,0,0,"94,2265795207","0,5446623094","1,6339869281",0,"2,7233115468",0,0,0,0,0,0,0,"0,5446623094",0,"1,0893246187",0,"83,8779956427","4,9019607843","21,2418300654",0,0,"231,4814814815",0,0,"0,5446623094",0,0,0,"222,7668845316"
107,Apr 17,0,0,0,0,0,0,"3,2679738562","4,3572984749",0,0,"0,5446623094",0,"81,1546840959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"149,7821350763",0,"2,7233115468",0,0,"480,3921568627",0,0,0,0,0,0,"264,7058823529"
108,Apr 18,0,0,0,0,0,0,"0,5446623094","6,5359477124",0,0,0,0,"15,7952069717",0,0,0,"1,0893246187",0,0,0,0,0,0,0,"1,6339869281",0,0,0,"58,2788671024","0,5446623094","5,9912854031","1,6339869281",0,"148,1481481481",0,0,0,0,0,0,"83,8779956427"
109,Apr 19,0,0,0,0,0,0,0,"8,1699346405",0,0,0,0,"41,9389978214",0,"0,5446623094",0,0,0,0,0,0,0,0,0,"1,6339869281",0,"1,0893246187",0,"68,082788671",0,"4,3572984749","1,6339869281",0,"326,7973856209",0,"0,5446623094",0,0,0,0,"59,3681917211"
110,Apr 20,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,"2,7233115468",0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,"13,6165577342","0,5446623094",0,0,0,"77,8867102397",0,0,0,0,0,0,"36,4923747277"
111,Apr 21,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,6339869281",0,0,0,0,"8,7145969499",0,0,0,0,0,0,"2,7233115468"
112,Apr 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5446623094",0,"0,5446623094",0,0,"9,2592592593",0,0,0,0,0,0,"4,9019607843"
